 X, Y, W, T
0.05,0.02,0.04,23.7
0.03,0.12,0,23.51
0.14,0.07,0,23.54
0.01,0.06,0.01,23.55
0.04,0.13,-0.1,23.59
0.11,-0.11,-0.16,23.77
0.1,-0.07,-0.15,23.77
0.09,-0.07,-0.13,23.8
0.08,0.02,-0.05,23.66
0.08,0,0,23.67
0.08,-0.03,-0.06,23.78
0.06,-0.05,0.02,23.86
0.01,0.04,0.07,23.66
0.06,0.12,0.08,23.63
0.09,0.06,0.05,23.68
0.05,0.02,-0.02,23.69
0.12,-0.02,0.05,23.77
0.15,0.05,0.13,23.58
0.09,-0.04,0.04,23.54
0.02,0.1,0.15,23.58
-0.01,0.03,0.05,23.63
0.07,0.11,0.1,23.66
0.08,0.11,-0.03,23.98
0.09,0,0.1,23.89
0.04,-0.02,0.06,24.08
-0.01,0.08,0.08,23.85
0,0.18,-0.04,23.72
0.09,0.08,-0.06,23.8
0.08,0.22,0.06,23.69
-0.03,0.44,0.2,23.49
0.1,0.39,0.29,23.42
0.07,0.2,0.2,23.52
0.04,0.26,0.25,23.53
0.03,0.27,0.17,23.58
0.1,0.13,0.17,23.58
0.08,0.13,0.15,23.57
0.1,0.14,0.2,23.51
0.07,0.19,0.14,23.61
0.07,0.3,0.27,23.57
0.07,0.18,0.15,23.58
0.06,0.22,0.26,23.53
0.12,0.16,0.17,23.61
0.08,0.15,0.25,23.54
0.1,0.2,0.2,23.9
0.07,0.19,0.13,23.73
0.11,0.32,0.2,23.62
-0.05,0.2,0.1,23.7
0.04,0.26,0.24,23.64
0.07,0.22,0.13,23.61
0.05,0.19,0.14,23.61
0.08,0.19,0.21,23.59
0.1,0.19,0.08,23.64
0.08,0.11,0,23.71
0.12,0.19,0.1,23.59
0.03,0.3,0.14,23.58
0.09,0.27,0.14,23.58
0.07,0.2,0.07,23.64
0.11,0.07,0.03,23.62
0.15,0.1,0.1,23.64
0.14,0.12,0.03,23.63
0.15,0.29,0.17,23.77
0.22,0.14,0.11,23.58
0.07,0.2,-0.01,23.63
0.09,0.18,0.14,23.61
0.1,0.13,0.06,23.66
0.09,0.2,0.16,23.59
0.1,0.15,0.04,23.52
0.15,0.1,0.11,23.6
0.16,0.1,0.06,23.53
0.13,0.32,0.21,23.5
0.2,0.16,0.05,23.65
0.12,0.13,0,23.68
0.1,0.04,0.05,23.76
0.04,0.11,0.04,24
0.04,0.23,0.1,24.11
0.11,0.18,0.13,23.89
0.18,0.18,0.09,23.64
0.12,0.09,0.06,23.68
0.07,0.07,0,23.68
0.11,0.12,0.08,23.72
0.16,0.28,0.06,23.76
0.07,0.02,-0.03,23.8
0.03,0.07,0.03,23.77
0,0.37,0.13,23.67
0.1,0.26,0.17,23.79
0.07,0.32,0.21,23.68
0.09,0.13,0.09,23.82
0.08,0.34,0.18,23.59
0.1,0.12,0.12,23.96
0.06,0.2,0.08,24.24
0.08,0.08,0.01,23.87
0.15,0.04,0.03,23.86
0.14,0.12,0.1,23.6
0.17,0.04,0.09,23.77
0.07,0.05,0.01,23.77
0.1,0.15,0.08,23.74
0.11,0.25,0.17,23.63
0.1,0.44,0.29,23.52
0.1,0.32,0.23,23.52
0.17,0.21,0.12,23.55
0.17,0.23,0.16,23.62
0.11,0.22,0.15,23.59
0.1,0.17,0.17,23.64
0.11,0.29,0.18,23.59
0.07,0.18,0.15,23.64
0.03,0.23,0.16,23.69
0.03,0.28,0.23,23.64
0.07,0.18,0.15,23.7
-0.05,0.39,0.29,23.65
0.04,0.22,0.12,23.73
0.07,0.1,0.11,23.87
0.09,0.15,0.09,23.66
0.15,0.25,0.19,23.92
0.13,0.41,0.14,23.91
0.02,0.27,0.14,23.73
0.1,0.15,0.01,24.12
0.07,0.09,0.02,24
0.07,0.31,0.14,23.65
0.1,0.21,0.14,23.84
0.15,0.27,0.2,23.6
0.08,0.43,0.18,23.65
0.2,0.36,0.15,23.67
0.13,0.31,0.1,24.22
0.15,0.23,0.15,24.38
0.07,0.03,0.02,23.96
0.05,0.12,0.03,23.88
0.09,0.06,0.09,23.75
0.13,0.04,0.03,23.79
0.11,0.09,0.14,23.97
0.14,0.09,0.12,23.79
0.16,0.02,0.06,23.76
0.22,0.01,0.05,23.63
0.15,0.03,0.07,23.85
0.21,0.1,0.13,24.04
0.13,0.02,0.08,24.04
0.1,0.25,0.22,23.82
0.09,0.41,0.24,23.79
0.15,0.25,0.11,23.8
0.07,0.3,0.11,23.83
0.13,0.25,0.18,23.81
0.1,0.27,0.17,23.82
0.09,0.24,0.12,23.82
0.1,0.22,0.15,23.8
0.06,0.22,0.27,23.81
0.04,0.21,0.2,23.81
0.1,0.11,0.18,23.79
0.09,0.12,0.15,23.84
0.09,0.15,0.11,23.85
0.1,0.14,0.18,23.68
0.13,0.1,0.07,23.81
0.07,0.11,0.11,23.77
0.09,0.21,0.22,23.65
0.12,0.1,0.19,23.73
0.11,0.14,0.17,23.71
0.14,0.21,0.14,23.59
0.17,0.17,0.15,23.65
0.12,0.17,0.14,23.67
0.2,0.27,0.24,23.63
0.15,0.22,0.19,23.58
0.15,0.17,0.12,23.62
0.12,0.19,0.09,23.67
0.09,0.36,0.25,23.62
0.12,0.31,0.2,23.59
0.09,0.15,0.18,23.68
0.07,0.27,0.19,23.56
0.11,0.27,0.18,23.58
0.08,0.27,0.15,23.6
0.09,0.35,0.23,23.62
0.17,0.16,0.19,23.58
0.19,0.14,0.15,23.59
0.12,0.16,0.12,23.66
0.14,0.24,0.22,23.66
0.09,0.31,0.28,23.62
0.12,0.14,0.14,23.7
0.09,0.09,0.11,23.74
0.1,0.16,0.15,23.57
0.1,0.19,0.19,23.63
0.05,0.37,0.21,23.64
-0.01,0.29,0.27,23.63
0.07,0.27,0.16,23.64
0.09,0.37,0.23,23.57
0.2,0.19,0.18,23.63
0.15,0.33,0.2,23.56
0.12,0.33,0.21,23.51
0.16,0.2,0.11,23.61
0.09,0.25,0.19,23.55
0.12,0.13,0.16,23.59
0.08,0.27,0.23,23.58
0.12,0.17,0.11,23.56
0.11,0.2,0.16,23.63
0.11,0.36,0.24,23.62
0.13,0.32,0.27,23.56
0.08,0.27,0.21,23.61
0.06,0.27,0.21,23.6
0.16,0.24,0.17,23.65
0.12,0.31,0.2,23.59
0.13,0.23,0.15,23.69
0.09,0.16,0.12,23.68
0.12,0.12,0.17,23.6
0.17,0.24,0.18,23.55
0.12,0.22,0.16,23.51
0.17,0.1,0.13,23.58
0.09,0.22,0.21,23.48
0.06,0.36,0.21,23.48
0.09,0.13,0.14,23.59
0.1,0.16,0.14,23.53
0.09,0.33,0.3,23.52
0.01,0.32,0.19,23.53
0.1,0.13,0.16,23.56
0.07,0.21,0.11,23.56
0.11,0.2,0.16,23.61
0.09,0.22,0.18,23.64
0.13,0.15,0.12,23.7
0.11,0.18,0.15,23.64
0.08,0.24,0.14,23.61
0.07,0.18,0.12,23.67
0.08,0.2,0.2,23.65
0.09,0.14,0.15,23.64
0.11,0.07,0.05,23.67
0.05,0.09,0.11,23.57
0.07,0.15,0.08,23.58
0.14,0.2,0.16,23.62
0.11,0.16,0.12,23.6
0.05,0.12,0.15,23.6
0.11,0.08,0.04,23.65
0.09,0.14,0.08,23.62
0.07,0.3,0.28,23.5
0.18,0.18,0.16,23.54
0.12,0.3,0.25,23.55
0.09,0.19,0.11,23.6
0.12,0.14,0.12,23.66
0.09,0.24,0.19,23.58
0.08,0.27,0.23,23.5
0.07,0.19,0.14,23.52
0.09,0.13,0.12,23.56
0.1,0.15,0.14,23.58
0.11,0.16,0.09,23.58
0.11,0.15,0.13,23.52
0.13,0.21,0.12,23.53
0.14,0.08,0.08,23.61
0.08,0.1,0.12,23.6
0.1,0.2,0.15,23.58
0.1,0.27,0.19,23.59
0.09,0.18,0.18,23.61
0.08,0.2,0.15,23.62
0.12,0.28,0.2,23.61
0.18,0.31,0.17,23.56
0.15,0.14,0.16,23.64
0.15,0.15,0.14,23.67
0.12,0.12,0.13,23.67
0.09,0.05,0.11,23.7
0.1,0.11,0.13,23.65
0.14,0.07,0.04,23.54
0.14,0.18,0.19,23.48
0.16,0.13,0.16,23.54
0.11,0.25,0.2,23.48
0.07,0.26,0.17,23.51
0.1,0.25,0.2,23.49
0.14,0.2,0.17,23.44
0.17,0.14,0.15,23.51
0.13,0.18,0.21,23.53
0.06,0.36,0.31,23.51
0.12,0.14,0.13,23.62
0.13,0.1,0.18,23.53
0.16,0.2,0.26,23.56
0.01,0.28,0.3,23.54
0.04,0.14,0.12,23.54
0.13,0.12,0.15,23.51
0.09,0.13,0.12,23.58
0.01,0.19,0.23,23.64
0.09,0.08,0.1,23.68
0.19,0.07,0.09,23.59
0.07,0.11,0.06,23.63
0.17,0.11,0.03,23.59
0.15,0.05,0.12,23.63
0.13,0.05,0.11,23.65
0.15,0.02,0.08,23.68
0.15,0.01,0.06,23.71
0.1,0.05,-0.01,23.69
0.08,-0.08,-0.01,23.77
0.06,0.06,0.08,23.65
0.13,0.15,0.2,23.61
0.11,0.37,0.29,23.56
0.09,0.28,0.13,23.61
0.05,0.16,0.11,23.6
0.12,0.14,0.18,23.59
0.08,0.08,0.1,23.61
0.08,0.07,0.03,23.66
0.08,0.06,0.06,23.65
0.05,0.4,0.19,23.58
0.15,0.27,0.17,23.57
0.07,0.09,0.16,23.67
0.11,0.18,0.17,23.62
-0.03,0.32,0.24,23.68
0.08,0.22,0.15,23.64
0.09,0.16,0.15,23.61
0.08,0.3,0.21,23.59
0.12,0.21,0.12,23.68
0.06,0.26,0.24,23.54
0.03,0.49,0.35,23.5
0.07,0.29,0.23,23.62
0.08,0.18,0.1,23.61
0.12,0.34,0.26,23.51
0.11,0.32,0.18,23.54
0.08,0.27,0.13,23.59
0.11,0.32,0.22,23.6
0.05,0.42,0.25,23.59
0.05,0.31,0.16,23.61
0.01,0.29,0.2,23.6
0.18,0.22,0.14,23.61
0.07,0.38,0.16,23.61
0.11,0.36,0.23,23.57
0.13,0.36,0.26,23.61
0.13,0.24,0.11,23.64
0.06,0.24,0.11,23.69
0.12,0.19,0.11,23.63
0.14,0.17,0.13,23.67
0.14,0.16,0.09,23.69
0.07,0.21,0.08,23.6
0.22,0.23,0.16,23.65
0.1,0.16,0.22,23.64
0.15,0.21,0.17,23.62
0.12,0.17,0.15,23.66
0.13,0.12,0.13,23.7
0.08,0.12,0.07,23.65
0.11,0.3,0.17,23.54
0.14,0.2,0.17,23.6
0.14,0.11,0.15,23.63
0.09,0.15,0.14,23.58
0.1,0.04,0.06,23.71
0.09,0.08,0.14,23.58
0.06,0.16,0.05,23.63
0.07,0.25,0.15,23.62
0.11,0.03,0.04,23.69
0.07,0.12,0.08,23.58
0.16,0.12,0.06,23.62
0.14,0.16,0.24,23.55
0.07,0.55,0.28,23.53
0.09,0.34,0.14,23.58
0.08,0.38,0.1,23.63
0.09,0.42,0.17,23.57
0.03,0.46,0.31,23.55
0.06,0.27,0.12,23.64
0.03,0.2,0.14,23.63
0.05,0.17,0.16,23.66
0.09,0.21,0.18,23.64
0.1,0.35,0.17,23.56
0.11,0.21,0.17,23.63
0.18,0.12,0.16,23.69
0.13,0.2,0.15,23.66
0.11,0.27,0.23,23.53
0.11,0.19,0.19,23.58
0.11,0.25,0.12,23.57
0.14,0.13,0.15,23.65
0.11,0.26,0.15,23.55
0.2,0.27,0.21,23.49
0.17,0.16,0.16,23.62
0.09,0.25,0.12,23.61
0.1,0.15,0.09,23.68
0.06,0.36,0.24,23.59
0.13,0.2,0.1,23.57
0.14,0.25,0.11,23.55
0.19,0.24,0.18,23.5
0.1,0.34,0.27,23.51
0.1,0.24,0.19,23.55
0.1,0.2,0.12,23.64
0.16,0.21,0.15,23.6
0.06,0.22,0.18,23.59
0.12,0.15,0.11,23.64
0.13,0.17,0.13,23.69
0.12,0.25,0.21,23.55
0.11,0.13,0.14,23.59
0.08,0.17,0.17,23.55
0.13,0.13,0.12,23.57
0.12,0.14,0.13,23.56
0.16,0.26,0.2,23.63
0.06,0.25,0.27,23.52
0.05,0.23,0.17,23.58
0.11,0.1,0.09,23.56
0.1,0.33,0.3,23.49
0.1,0.21,0.15,23.61
0.04,0.28,0.21,23.56
0.1,0.16,0.13,23.64
0.11,0.21,0.19,23.52
0.09,0.19,0.18,23.61
0.05,0.15,0.15,23.66
0.06,0.16,0.15,23.58
0.08,0.26,0.2,23.53
0.1,0.25,0.21,23.56
0.11,0.26,0.23,23.52
0.09,0.13,0.17,23.57
0.07,0.16,0.17,23.61
0.08,0.15,0.14,23.55
0.09,0.1,0.1,23.65
0.02,0.2,0.15,23.55
0.18,0.16,0.13,23.6
0.12,0.25,0.17,23.59
0.12,0.27,0.13,23.61
0.09,0.26,0.19,23.53
0.02,0.31,0.22,23.59
0.03,0.33,0.21,23.55
0.05,0.37,0.22,23.56
0,0.37,0.19,23.55
0.07,0.33,0.19,23.56
0.06,0.23,0.14,23.56
0.03,0.32,0.23,23.59
0,0.36,0.25,23.63
0.07,0.23,0.22,23.68
-0.04,0.25,0.19,23.67
0.08,0.24,-0.03,23.69
0.01,0.25,0.13,23.69
0.1,0.22,0.15,23.67
0.09,0.11,0.06,23.69
0.1,0.09,0.07,23.68
0.08,0.17,0.21,23.6
0.12,0.19,0.16,23.63
0.08,0.1,0.08,23.68
0.09,0.08,0.12,23.62
0.17,0.16,0.15,23.52
0.2,0.15,0.12,23.43
0.17,0.09,0.03,23.53
0.19,0.09,0.15,23.53
0.1,0.16,0.13,23.56
0.1,0.23,0.2,23.58
0.14,0.12,0.09,23.66
0.09,0.23,0.14,23.57
0.12,0.15,0.18,23.5
0.28,0.17,0.17,23.41
0.17,0.15,0.07,23.53
0.13,0.11,0.1,23.56
0.12,0.12,0.13,23.48
0.12,0.15,0.17,23.5
0.22,0.24,0.17,23.57
0.1,0.27,0.22,23.47
0.16,0.25,0.18,23.52
0.19,0.15,0.11,23.52
0.16,0.16,0.15,23.47
0.16,0.17,0.17,23.58
0.1,0.2,0.16,23.53
0.16,0.16,0.16,23.52
0.14,0.15,0.04,23.58
0.05,0.25,0.28,23.45
0.13,0.18,0.14,23.5
0.11,0.28,0.15,23.48
0.04,0.35,0.11,23.55
0.1,0.39,0.19,23.5
0.04,0.47,0.2,23.41
0.01,0.3,0.19,23.54
0.1,0.17,0.13,23.61
0.08,0.24,0.16,23.53
0.06,0.08,0.08,23.55
0.1,0.04,0.08,23.51
0.1,0.06,0.13,23.59
0.07,0.1,0.16,23.51
0.07,0.06,0.11,23.54
0.07,0.31,0.22,23.43
0.12,0.37,0.2,23.43
0.09,0.34,0.19,23.52
0.08,0.46,0.32,23.43
0.02,0.33,0.23,23.57
0.05,0.39,0.23,23.48
0.09,0.42,0.25,23.44
0.13,0.3,0.2,23.51
0.09,0.23,0.13,23.48
0.07,0.28,0.21,23.46
0.05,0.35,0.24,23.49
0.06,0.3,0.25,23.5
0.08,0.21,0.19,23.41
0.04,0.29,0.17,23.58
0.08,0.1,0.11,23.65
0,0.14,0.11,23.63
0.1,0.24,0.2,23.48
0.13,0.16,0.12,23.55
0.05,0.2,0.22,23.49
0.06,0.26,0.24,23.39
0.04,0.29,0.14,23.52
0.09,0.17,0.12,23.49
0.04,0.31,0.23,23.51
0.02,0.36,0.26,23.46
0.09,0.27,0.14,23.42
0.06,0.31,0.2,23.42
0.05,0.21,0.18,23.52
0.07,0.29,0.23,23.48
0.09,0.19,0.19,23.49
0.07,0.27,0.2,23.42
0.14,0.26,0.14,23.53
0.13,0.21,0.17,23.4
0.01,0.53,0.32,23.35
0.08,0.33,0.14,23.36
0.04,0.46,0.25,23.33
0.05,0.47,0.25,23.38
0.04,0.31,0.18,23.33
0.07,0.23,0.16,23.36
0.09,0.18,0.15,23.42
0.05,0.37,0.24,23.34
0.08,0.26,0.18,23.44
0.12,0.21,0.15,23.31
0.18,0.23,0.13,23.31
0.11,0.14,0.12,23.32
0.11,0.13,0.14,23.31
0.04,0.28,0.19,23.28
0.06,0.28,0.12,23.37
0.08,0.22,0.09,23.36
0.07,0.36,0.31,23.31
0.09,0.27,0.09,23.32
0.13,0.1,0.03,23.45
0.11,0.1,0.1,23.4
0.07,0.05,0.06,23.4
-0.02,-0.02,-0.03,23.48
0.02,-0.07,0,23.5
-0.01,0.05,0,23.48
-0.05,0.14,0,23.43
0.11,0.07,-0.07,23.44
0.07,0.07,-0.02,23.39
0.05,0.01,-0.06,23.42
0.06,0.05,0,23.41
0.05,0.06,0,23.4
-0.01,0.04,0.05,23.27
0.18,0.08,0.02,23.42
0.12,0.2,0.17,23.29
0.12,0.24,0.22,23.31
0.13,0.14,0.09,23.35
0.06,0.24,0.13,23.34
0.1,0.3,0.14,23.35
0.05,0.22,0.18,23.32
0.03,0.27,0.2,23.34
0,0.3,0.2,23.41
0.02,0.31,0.22,23.38
0.06,0.29,0.15,23.4
0.05,0.41,0.24,23.35
0,0.3,0.23,23.39
0.1,0.26,0.21,23.48
-0.04,0.18,0.2,23.42
0,0.29,0.17,23.38
0.07,0.28,0.2,23.37
0.03,0.36,0.19,23.32
-0.01,0.29,0.16,23.34
0.03,0.31,0.17,23.35
-0.01,0.3,0.21,23.39
0.04,0.33,0.22,23.32
0.05,0.23,0.18,23.43
0.12,0.22,0.15,23.4
0.06,0.19,0.15,23.26
0.11,0.25,0.2,23.18
0.12,0.17,0.06,23.34
0.09,0.28,0.22,23.15
0.15,0.22,0.17,23.26
0.11,0.15,0.14,23.22
0.15,0.27,0.28,23.18
0.04,-0.19,-0.03,23.82
-0.02,-0.01,-0.07,24.3
0.04,-0.05,-0.06,24.06
-0.14,-0.08,-0.16,23.84
-0.1,0.1,0.04,23.55
0.03,-0.02,-0.04,23.64
-0.04,-0.12,-0.06,23.76
-0.08,-0.09,-0.07,23.73
-0.15,-0.13,-0.11,23.6
-0.12,-0.08,-0.11,23.74
-0.1,-0.06,-0.1,23.64
-0.08,-0.02,-0.09,23.55
-0.09,-0.09,-0.11,23.55
-0.09,-0.06,-0.13,23.54
-0.09,-0.08,-0.01,23.44
0.03,-0.02,-0.05,23.46
0.01,0,0.01,23.75
-0.09,0.02,-0.02,23.5
-0.08,0.16,-0.03,23.66
0.01,0.21,0.03,23.49
0.1,0.24,0.01,23.39
0.01,0.4,0.12,23.33
-0.02,0.27,0.04,23.38
-0.06,0.2,0.04,23.38
0,0.12,0.05,23.42
-0.01,0.13,0,23.41
-0.03,0.07,0.02,23.4
-0.12,0.07,-0.03,23.4
0.02,0.15,0.02,23.41
0,0.29,0.02,23.37
0.11,0.29,0.07,23.4
0.02,0.2,0,23.37
0.01,0.27,0,23.39
0.08,0.18,0.06,23.44
0,0.05,0.02,23.37
0.09,0.08,-0.01,23.51
0.02,-0.01,0.03,23.78
0.05,-0.01,-0.06,23.67
0.05,0.02,-0.12,23.51
0.06,0.02,-0.09,23.47
0.04,0,-0.05,23.52
-0.03,0.09,0.02,23.39
0.07,0.04,0,23.46
0.06,-0.05,-0.02,23.45
0.04,-0.01,-0.04,23.46
0.02,0.01,0.02,23.49
-0.03,-0.01,0.02,23.51
-0.03,0.01,0.01,23.5
-0.03,0.04,-0.05,23.5
-0.01,0.03,0,23.47
-0.07,0.04,-0.02,23.46
-0.08,-0.02,0.01,23.38
-0.07,-0.01,0,23.53
0,-0.01,-0.05,23.55
0.04,-0.01,-0.02,23.51
-0.03,0,-0.04,23.49
-0.08,-0.03,-0.05,23.3
-0.1,-0.02,-0.02,23.17
-0.11,0.04,0.02,23.2
-0.11,0,0,23.36
-0.1,0.18,0.01,23.33
-0.05,0.2,0.05,23.37
-0.01,0.13,-0.03,23.39
0.09,0.13,-0.07,23.38
0.09,0.08,-0.12,23.37
-0.01,-0.02,-0.05,23.4
-0.06,0.11,-0.03,23.36
-0.13,0.05,-0.11,23.36
-0.09,0.24,0.05,23.32
-0.05,0.03,0,23.33
-0.01,-0.02,0.03,23.37
0,0.07,-0.02,23.36
-0.05,0.13,-0.07,23.37
0,0.07,0,23.38
0,0.14,-0.02,23.38
-0.02,0.14,-0.1,23.33
0.03,0.07,-0.12,23.42
0.01,0.04,-0.11,23.38
-0.12,0.11,-0.11,23.33
-0.08,0.02,-0.05,23.36
-0.08,-0.01,-0.11,23.28
-0.01,-0.05,-0.1,23.27
0.02,-0.09,-0.06,23.28
0.02,-0.1,-0.04,23.28
0.06,-0.07,-0.05,23.32
0.05,-0.05,-0.06,23.38
0.02,-0.07,-0.05,23.34
0.01,-0.08,-0.01,23.35
0.02,-0.07,-0.02,23.37
0.02,-0.06,-0.05,23.38
-0.03,-0.06,-0.06,23.3
-0.07,-0.08,-0.01,23.3
-0.08,0,-0.07,23.39
-0.09,0.01,-0.03,23.41
-0.09,-0.03,-0.07,23.42
-0.02,-0.03,-0.09,23.39
0.01,-0.05,-0.07,23.37
0.03,-0.03,-0.11,23.43
0.07,-0.01,-0.12,23.44
0.11,-0.03,-0.14,23.43
0.03,-0.02,-0.1,23.48
-0.01,0.02,-0.09,23.48
0.01,0.01,-0.07,23.5
0.01,0,-0.07,23.46
0.04,0.02,-0.09,23.53
0.02,0,-0.1,23.51
0.01,0.02,-0.09,23.56
-0.01,-0.01,-0.13,23.48
-0.02,0,-0.14,23.5
-0.03,0.01,-0.12,23.46
0.03,0.01,-0.11,23.52
0.04,-0.02,-0.11,23.61
0.04,0.01,-0.09,23.5
0,0.04,-0.13,23.55
0,0.05,-0.11,23.56
-0.01,0.11,-0.11,23.43
-0.05,0.1,-0.06,23.35
-0.07,0.13,0.02,23.3
-0.02,0.1,0.02,23.35
0.04,0.02,-0.04,23.33
-0.06,-0.02,-0.09,23.34
-0.08,-0.04,-0.11,23.28
-0.15,-0.03,-0.09,23.19
-0.03,-0.08,-0.07,23.23
-0.02,-0.06,-0.11,23.3
-0.04,0.07,-0.04,23.27
0.02,0.01,-0.15,23.38
0,0.02,-0.07,23.35
0.05,0.04,-0.03,23.31
0.01,0,-0.02,23.34
0.06,0.02,-0.04,23.27
0.09,-0.02,-0.01,23.32
0.09,-0.01,-0.02,23.24
0.09,-0.02,-0.05,23.27
0.08,-0.01,-0.07,23.28
0.05,-0.06,-0.05,23.3
-0.01,-0.05,-0.07,23.25
0.02,-0.04,-0.09,23.32
0.04,-0.03,-0.09,23.29
0.04,-0.04,-0.05,23.28
0.05,-0.01,-0.09,23.36
0.05,0.03,-0.09,23.38
0.01,0.03,-0.08,23.3
0,-0.01,-0.04,23.27
0.03,-0.05,0,23.25
0.03,-0.05,-0.01,23.26
0.04,-0.02,-0.02,23.26
0.06,-0.01,0,23.28
0.07,0.01,-0.01,23.24
0.06,-0.02,-0.09,23.26
0,0.01,-0.06,23.31
0.01,-0.02,-0.07,23.26
-0.01,0.02,-0.07,23.29
-0.04,0.04,-0.06,23.2
-0.02,0.03,-0.09,23.29
-0.07,0.01,-0.14,23.24
-0.09,-0.03,-0.12,23.19
-0.04,-0.04,-0.11,23.2
0.02,-0.07,-0.09,23.29
0.03,-0.09,-0.07,23.26
0.02,-0.08,-0.05,23.22
-0.01,-0.09,-0.06,23.17
0.01,-0.1,-0.04,23.2
0.04,-0.09,-0.04,23.29
0.02,-0.05,-0.09,23.22
0.02,-0.03,-0.08,23.26
-0.04,-0.05,-0.07,23.22
-0.03,-0.11,-0.1,23.26
0.01,-0.08,-0.05,23.27
0.02,-0.1,-0.05,23.32
0.01,-0.05,-0.03,23.32
0.01,-0.06,-0.06,23.34
0.04,-0.06,-0.09,23.41
-0.01,-0.08,-0.1,23.42
-0.03,-0.07,-0.12,23.41
-0.08,-0.06,-0.12,23.39
-0.03,-0.08,-0.11,23.39
-0.03,-0.11,-0.11,23.36
-0.09,-0.09,-0.07,23.31
-0.04,-0.06,-0.11,23.31
-0.03,-0.02,-0.08,23.34
-0.08,-0.02,-0.02,23.33
-0.11,-0.01,-0.01,23.31
-0.05,-0.03,-0.04,23.34
0.01,-0.03,-0.06,23.4
0.06,-0.05,-0.08,23.28
0.04,-0.04,-0.07,23.24
0,-0.03,-0.05,23.33
-0.07,0,-0.05,23.38
-0.09,-0.09,-0.11,23.31
-0.04,-0.03,-0.08,23.35
0.02,-0.08,-0.07,23.51
0.05,-0.06,-0.11,23.41
0.01,-0.05,-0.07,23.42
-0.01,-0.03,-0.09,23.39
-0.02,-0.03,-0.12,23.38
0.05,0.01,-0.06,23.39
0.02,-0.06,-0.06,23.38
0,-0.06,-0.08,23.37
0.05,-0.04,-0.09,23.39
0.05,-0.05,-0.08,23.41
0,-0.07,-0.07,23.39
-0.01,0.01,-0.02,23.39
-0.02,0.01,0,23.43
-0.02,0.01,0,23.43
-0.04,-0.04,-0.01,23.52
-0.02,-0.07,-0.01,23.46
-0.04,-0.06,-0.03,23.5
-0.02,-0.05,-0.05,23.54
-0.01,-0.04,-0.05,23.52
-0.01,-0.03,-0.03,23.43
0.01,-0.01,-0.03,23.43
0,0.01,-0.03,23.52
0.03,0,-0.02,23.55
0,-0.02,-0.03,23.58
-0.03,-0.05,-0.07,23.57
-0.01,-0.03,-0.07,23.54
-0.06,0.07,-0.02,23.4
-0.06,0.02,-0.03,23.35
-0.03,-0.05,-0.09,23.55
0.03,0.01,-0.06,23.5
0,0.02,-0.08,23.44
-0.01,0.05,-0.11,23.38
0,0.04,-0.13,23.48
-0.03,0.02,-0.13,23.38
-0.04,0.01,-0.13,23.36
-0.02,-0.04,-0.08,23.24
0,-0.1,-0.07,23.29
0.02,-0.1,-0.09,23.32
-0.02,-0.07,-0.09,23.35
-0.02,-0.11,-0.07,23.3
-0.06,-0.07,-0.04,23.27
-0.02,-0.06,-0.01,23.27
0,-0.03,0,23.3
0.01,-0.04,-0.01,23.38
-0.01,-0.03,-0.06,23.37
-0.02,-0.03,-0.07,23.37
-0.03,-0.03,-0.06,23.32
-0.04,-0.03,-0.04,23.23
-0.04,0.05,0.01,23.21
-0.05,0.09,0.06,23.24
0.07,0.11,-0.01,23.22
0.04,0.2,0.12,23.23
0.03,0.11,0.05,23.29
-0.06,0.13,-0.02,23.27
-0.02,0.13,-0.05,23.25
0.03,0.2,-0.07,23.24
-0.03,0.28,0.07,23.21
0.04,0.15,-0.03,23.24
0.03,0.2,-0.03,23.25
0.01,0.12,-0.07,23.24
-0.08,0.12,-0.03,23.22
-0.05,0.17,-0.09,23.24
-0.07,0.2,-0.05,23.21
-0.13,0.13,-0.04,23.24
-0.04,0.25,0.07,23.19
0.01,0.16,0.07,23.23
0.02,0.17,0.02,23.28
0.02,0.25,0.07,23.22
0.04,0.17,0.02,23.23
-0.1,0.15,0.08,23.18
-0.13,0.16,0,23.2
0.02,0.13,0,23.29
-0.01,0.24,0.03,23.21
-0.01,0.2,-0.04,23.22
-0.07,0.26,-0.06,23.21
-0.1,0.18,0.02,23.2
0.03,0.1,0.04,23.24
0.02,-0.02,-0.05,23.27
-0.06,0.19,0.03,23.22
0.03,0.08,-0.09,23.29
0.06,0.09,0.02,23.24
0.12,0.04,0.02,23.29
0.05,-0.01,-0.01,23.27
-0.04,0,-0.1,23.35
-0.01,0.01,-0.07,23.4
-0.04,0.02,-0.08,23.29
-0.08,-0.01,-0.08,23.25
0,0,-0.06,23.29
-0.02,0.02,-0.08,23.27
-0.07,0,-0.05,23.29
-0.15,0,-0.06,23.25
-0.04,0.04,-0.03,23.28
0.03,0.1,-0.05,23.3
0.01,0.04,-0.02,23.33
0.02,0.07,0.02,23.35
-0.01,0.04,0.03,23.34
-0.05,0.02,-0.06,23.32
-0.02,0.04,-0.07,23.32
-0.02,-0.06,-0.09,23.36
0.01,0,-0.09,23.37
0.01,-0.02,-0.09,23.36
0.01,0.03,-0.08,23.32
0.01,0.02,-0.07,23.34
-0.03,-0.01,-0.02,23.27
-0.02,-0.07,-0.01,23.18
-0.02,-0.06,-0.03,23.25
-0.01,-0.01,-0.06,23.47
