 X, Y, W, T
-0.03,0,-0.14,23.71
-0.01,0.06,-0.13,23.61
-0.01,0,-0.08,23.57
0.03,-0.01,-0.08,23.64
0,0.05,-0.06,23.61
0.02,0.04,-0.07,23.59
0.02,0.01,-0.04,23.61
0.05,-0.01,-0.1,23.62
0.04,0.06,-0.08,23.61
-0.1,0.07,-0.06,23.63
-0.05,0.02,-0.07,23.66
0,0,-0.09,23.82
0,-0.01,-0.09,23.89
0.03,0.01,-0.12,23.77
0.01,-0.01,-0.11,23.69
0.07,0.1,-0.15,23.59
0.01,0.16,-0.14,23.62
0.03,0.2,-0.28,23.49
0.03,0.01,-0.09,23.51
-0.02,0.2,-0.07,23.56
-0.04,0.17,-0.18,23.56
-0.02,0,-0.12,23.63
0.03,0.04,-0.11,23.62
-0.02,0.07,-0.1,23.6
-0.02,0.03,-0.14,23.61
-0.01,0.2,-0.26,23.54
-0.03,0.19,-0.21,23.51
-0.06,0.17,-0.19,23.53
-0.05,-0.03,-0.13,23.62
0,0.18,-0.17,23.54
0.01,0.23,-0.21,23.57
-0.01,0.25,-0.21,23.6
0,0.06,-0.18,23.53
0.07,0.3,-0.24,23.5
-0.02,0.15,-0.09,23.55
0.05,0.03,-0.16,23.6
-0.02,0.26,-0.18,23.59
-0.03,0.29,-0.19,23.53
-0.02,0.11,-0.12,23.58
-0.01,-0.02,-0.09,23.63
0.04,0.05,-0.12,23.65
-0.03,0.17,-0.07,23.58
0.04,0.04,-0.12,23.62
0.04,0.05,-0.15,23.6
0.07,0.05,-0.16,23.58
-0.03,0.07,-0.09,23.57
0.03,-0.02,-0.06,23.59
0.05,0,-0.13,23.67
0.03,-0.02,-0.14,23.72
0.01,0.03,-0.15,23.67
-0.01,0.07,-0.17,23.59
0.03,0.07,-0.16,23.57
0.04,0.08,-0.17,23.52
0.06,0.04,-0.14,23.51
0.07,0.04,-0.16,23.58
0.02,0.04,-0.11,23.65
0.05,0.05,-0.14,23.69
0.05,-0.01,-0.15,23.73
0.04,-0.03,-0.12,23.65
0.01,0.01,-0.07,23.68
0,0.01,-0.09,23.62
0.03,0.07,-0.16,23.55
-0.11,0.17,-0.15,23.52
-0.09,0.03,-0.14,23.53
0.01,0,-0.11,23.65
0.01,0.12,-0.13,23.52
0.02,0.28,-0.2,23.53
0.03,0.14,-0.21,23.48
-0.04,0.13,-0.06,23.57
-0.01,0.01,-0.12,23.59
-0.01,0.04,-0.18,23.6
-0.02,0.07,-0.13,23.56
0,0.05,-0.12,23.56
0.02,0,-0.12,23.55
0.02,0.07,-0.19,23.57
0.08,0.09,-0.16,23.56
0.07,0.05,-0.16,23.63
0.05,0.08,-0.16,23.64
0,0.1,-0.08,23.61
-0.06,-0.07,-0.06,23.6
-0.01,-0.09,-0.05,23.64
-0.01,-0.01,-0.07,23.64
0,-0.07,-0.06,23.58
0.01,0.07,-0.09,23.59
-0.01,-0.01,-0.07,23.51
0.01,-0.05,-0.09,23.58
0.02,0.07,-0.14,23.57
0.01,0.01,-0.1,23.59
0.01,-0.02,-0.09,23.67
-0.02,0.14,-0.17,23.56
-0.04,0.13,-0.13,23.59
0.02,0.02,-0.14,23.67
0.07,0.15,-0.16,23.53
-0.01,0.12,-0.19,23.57
-0.01,0.27,-0.24,23.48
0.04,0.07,-0.16,23.52
0.03,0.05,-0.11,23.51
0.04,0.08,-0.1,23.51
0.09,0.13,-0.07,23.61
0.04,-0.04,-0.09,23.57
-0.01,0,-0.08,23.66
-0.01,0.07,-0.11,23.58
0.04,0.03,-0.21,23.58
0,0.15,-0.14,23.58
-0.02,0.07,-0.17,23.62
0.03,0.06,-0.08,23.55
-0.02,0.07,-0.17,23.54
0.05,0.08,-0.14,23.49
-0.01,0.12,-0.13,23.45
-0.04,0.16,-0.15,23.42
-0.05,0.05,-0.15,23.47
0.01,0.01,-0.11,23.56
0.03,0.01,-0.12,23.61
0.04,0.08,-0.16,23.49
0.01,0.06,-0.15,23.5
0.05,0.05,-0.21,23.44
0.04,0.03,-0.16,23.55
0.06,0.03,-0.15,23.51
0.03,0.02,-0.11,23.52
-0.02,0.03,-0.11,23.56
-0.01,-0.01,-0.11,23.59
-0.01,0.07,-0.15,23.54
-0.05,0.11,-0.17,23.47
0.02,0.1,-0.16,23.56
-0.01,0.17,-0.25,23.53
-0.02,0.14,-0.14,23.55
-0.05,0.11,-0.12,23.56
-0.03,0.11,-0.17,23.44
0.02,0.04,-0.16,23.5
-0.01,0.01,-0.12,23.55
-0.01,0.05,-0.13,23.52
0.02,0.12,-0.14,23.48
0.01,0.05,-0.11,23.53
0,0.11,-0.17,23.49
0,0.25,-0.19,23.45
0.03,0.08,-0.16,23.44
0.05,0.04,-0.16,23.48
0,0.01,-0.15,23.54
0.03,0.02,-0.13,23.52
-0.01,0.17,-0.12,23.54
0.01,0.27,-0.2,23.37
0.06,0.16,-0.19,23.39
-0.01,0.23,-0.1,23.49
0.04,0.32,-0.22,23.41
-0.07,0.15,-0.19,23.5
0.02,0.07,-0.2,23.52
-0.02,0.31,-0.05,23.4
0.03,0.11,-0.15,23.4
0,0.13,-0.19,23.4
0.03,0.2,-0.24,23.48
0.03,0.21,-0.25,23.44
-0.04,0.23,-0.23,23.47
-0.06,0.14,-0.13,23.48
-0.03,0.03,-0.06,23.46
-0.01,-0.07,-0.08,23.49
-0.01,-0.01,-0.11,23.53
0.03,-0.06,-0.11,23.55
0.04,-0.04,-0.12,23.39
0.04,-0.06,-0.11,23.38
0.03,-0.09,-0.09,23.41
0.03,-0.02,-0.14,23.47
0.03,-0.02,-0.12,23.54
0.07,0.04,-0.1,23.47
0.09,-0.01,-0.14,23.56
0.09,-0.01,-0.16,23.6
0.06,0.04,-0.16,23.59
0.02,0.11,-0.23,23.56
0.02,0.09,-0.12,23.59
-0.06,0.14,0,23.54
-0.05,0.02,-0.1,23.57
-0.02,0.05,-0.06,23.55
0.05,0.07,-0.15,23.57
0.07,0.14,-0.17,23.49
0,0.18,-0.12,23.51
0.08,0.07,-0.16,23.52
0.03,0.13,-0.05,23.49
-0.04,0.06,-0.1,23.52
0.06,0.02,-0.1,23.51
0.01,0.12,-0.1,23.53
0.04,0.06,-0.12,23.6
0,0.1,-0.1,23.54
0.03,0.11,-0.27,23.5
0.06,0.08,-0.22,23.57
0.06,0.12,-0.11,23.57
0,0.24,-0.18,23.55
-0.05,0.2,-0.13,23.57
0.01,0.14,-0.14,23.43
-0.01,0.18,-0.07,23.53
-0.06,0.13,-0.03,23.56
-0.1,0.15,-0.07,23.57
-0.01,0.02,-0.11,23.58
0.05,0.12,-0.12,23.53
0.02,0.12,-0.08,23.49
0.01,0.14,0.11,23.63
-0.01,0.15,-0.11,23.49
0.05,0.11,-0.17,23.52
0.11,0.25,-0.19,23.55
0.02,0.25,-0.03,23.61
-0.02,0.24,-0.11,23.51
-0.05,0.18,-0.13,23.55
-0.04,0.06,-0.09,23.55
-0.03,0.19,-0.12,23.49
-0.01,0.14,-0.16,23.54
0.01,0.09,-0.12,23.57
-0.03,0.11,-0.14,23.54
0.03,0.05,-0.13,23.58
-0.01,0.09,-0.18,23.62
0,0.06,-0.11,23.6
0.02,0.07,-0.11,23.54
-0.03,0.09,-0.14,23.55
0,0.12,-0.14,23.5
0.01,0.08,-0.16,23.5
0.01,0.04,-0.11,23.53
-0.06,0.02,-0.09,23.45
0,-0.07,-0.08,23.48
0.03,-0.04,-0.08,23.54
0.02,-0.06,-0.04,23.51
0.01,-0.01,-0.04,23.5
0.01,0,-0.1,23.46
0.03,0.14,-0.17,23.47
0.01,0.07,-0.14,23.46
-0.04,0.22,-0.18,23.45
-0.05,0,-0.11,23.51
-0.01,0.06,-0.07,23.5
0,0.02,-0.15,23.57
-0.04,0.15,-0.11,23.5
0.01,-0.03,-0.12,23.66
0,0.03,-0.17,23.66
-0.02,0.15,-0.21,23.49
0.03,0.01,-0.16,23.56
0.04,0.12,-0.22,23.49
0.01,0.05,-0.15,23.58
-0.01,0.02,-0.11,23.59
-0.02,-0.07,-0.1,23.64
-0.01,0.02,-0.08,23.63
-0.04,0.14,-0.14,23.54
-0.04,0.11,-0.15,23.51
-0.01,0.17,-0.21,23.56
0,0.1,-0.19,23.63
0.04,0.13,-0.24,23.52
0.09,0.15,-0.11,23.51
0.02,0.17,0,23.55
-0.03,0.14,0.04,23.6
0,0.24,-0.01,23.45
0,0.1,-0.04,23.43
-0.02,0.02,-0.1,23.42
0,0,-0.11,23.34
0.04,0.02,-0.21,23.54
0.01,0.04,-0.19,23.48
-0.02,0.12,-0.2,23.56
-0.02,0.19,-0.23,23.42
-0.04,0.03,-0.05,23.4
-0.03,0.14,-0.03,23.6
0.03,0.07,-0.1,23.47
0.06,0.02,-0.02,23.45
-0.01,0,-0.11,23.57
0,0.03,-0.12,23.54
0,0.08,-0.16,23.54
-0.02,0.07,-0.09,23.43
0.06,0.17,-0.15,23.43
-0.01,0.27,-0.16,23.47
0.04,0.12,-0.2,23.44
0.01,0.13,-0.21,23.43
-0.06,0.21,-0.09,23.43
-0.01,0.12,-0.12,23.43
-0.02,0.02,-0.02,23.41
0.02,-0.04,-0.02,23.48
0.02,-0.08,-0.08,23.46
0.01,0.03,-0.08,23.44
0,-0.06,-0.13,23.44
-0.02,0.05,-0.14,23.43
-0.03,0.01,-0.06,23.44
0.04,0,-0.1,23.46
0.1,0.03,-0.21,23.46
0.32,-0.19,0.02,23.73
0.36,0.22,0.2,23.35
0.07,0.47,-0.12,23.52
-0.23,0.67,-0.09,23.34
-0.36,0.54,0,23.04
-0.16,0.28,-0.14,23.14
0.06,-0.23,0.09,23.25
0.04,-0.05,0.03,23.32
0.04,-0.06,0.09,23.25
0.07,-0.06,0.16,23.08
0.03,-0.07,0.19,23.16
0.08,-0.09,0.18,23.07
0.04,0.01,0.21,22.99
-0.02,0.14,0.17,23.16
-0.08,0.04,0.08,23.33
-0.13,0.02,0.07,23.39
-0.05,-0.07,0.08,23.4
-0.04,-0.01,0.02,23.37
0.21,0.05,0.17,23.17
-0.01,0.17,0.07,23.17
-0.01,0.06,0.21,23.12
0.13,-0.06,0.25,23.16
0.16,-0.07,0.33,23.05
0.02,-0.08,0.25,23.13
0.07,-0.14,0.22,23.65
0.09,-0.15,0.22,23.26
0.02,-0.06,0.26,23.31
0.14,0.03,0.17,23.33
0.1,0.07,0.26,23.11
0.18,0.03,0.23,23
0.14,-0.03,0.28,23.07
0.04,0.11,0.31,23.23
0,0.13,0.22,23.25
0.03,-0.01,0.25,23.24
-0.05,-0.03,0.29,23.25
0.07,0.04,0.23,23.12
0.14,-0.12,0.37,22.99
0.14,-0.06,0.17,23.32
0.07,-0.04,0.22,23.2
0.03,-0.1,0.25,23.18
-0.03,-0.05,0.23,23.22
-0.07,-0.05,0.1,23.18
-0.02,-0.09,0.18,23.16
0.01,-0.01,0.18,23.16
-0.04,-0.03,0.23,23.01
0.02,-0.02,0.17,23
0.13,0.07,0.19,22.94
-0.03,-0.04,0.15,22.99
0,0.08,0.21,23.19
-0.08,0.12,0.15,23.26
-0.11,0.14,0.18,23.18
-0.09,0,0.16,23.12
-0.04,-0.11,0.17,23.22
0.16,-0.07,0.17,23.06
0.1,-0.08,0.12,23.16
0.2,0.1,0.23,23.63
0.23,0.04,0.33,23.25
0.02,-0.03,0.2,23.49
0.01,-0.03,0.32,23.45
0.09,-0.02,0.3,23.29
0.14,-0.02,0.4,23.07
0.03,-0.02,0.26,23
0.07,-0.13,0.22,23
0.18,-0.14,0.27,23.31
0.1,-0.18,0.24,23.18
0.24,-0.02,0.26,23.79
0.15,-0.06,0.26,23.33
0.13,-0.16,0.3,23.16
0.07,-0.13,0.19,23.39
0.09,-0.06,0.18,23.47
0.08,-0.09,0.18,23.44
0.13,-0.02,0.21,23.77
0.11,0.04,0.26,23.74
0.18,0,0.21,24.01
0.17,0.02,0.13,23.63
0.16,0.02,0.21,23.52
0.18,0.02,0.32,23.15
0.12,-0.03,0.37,23.26
0.15,-0.05,0.3,23.33
0.11,-0.1,0.18,23.48
0.2,0.07,0.23,23.34
0.08,-0.04,0.21,23.28
0.19,-0.08,0.21,23.16
0.02,0.05,0.29,23.4
0.03,-0.1,0.31,23.36
0.09,-0.03,0.31,23.36
0.07,0.01,0.3,23.55
0.1,-0.03,0.23,23.48
0.16,-0.14,0.35,23.04
0.1,-0.03,0.25,23.39
0.09,-0.09,0.37,23.12
-0.02,-0.15,0.24,23.1
0.12,-0.11,0.2,23.38
0.15,-0.01,0.14,23.6
0.13,0.1,0.22,23.47
0.03,-0.1,0.17,23.21
0.1,-0.07,0.24,23.32
0.13,-0.1,0.21,23.75
0.22,0.02,0.28,23.35
0.24,-0.01,0.24,23.08
0.25,-0.09,0.29,23.13
0.18,0.06,0.23,23.12
0.23,0.02,0.32,23.18
0.25,-0.07,0.35,22.85
0.16,-0.05,0.39,22.99
0.11,-0.05,0.35,23.05
0.22,-0.02,0.31,23.05
0.21,-0.01,0.23,23.14
0.08,0.01,0.2,23.2
-0.12,-0.05,0.18,23.18
0.09,-0.07,0.15,23.21
0.03,-0.04,0.19,23.22
0.13,-0.04,0.29,23.27
0.21,0.06,0.28,23.72
0.1,-0.17,0.3,23.22
0.13,-0.15,0.25,23.54
0.21,-0.05,0.27,23.31
0.22,-0.11,0.28,23.12
0.22,-0.06,0.27,23.42
0.19,-0.11,0.38,23.22
0.17,-0.05,0.29,23.42
0.13,-0.02,0.3,23.58
0.23,-0.03,0.3,23.91
0.27,-0.1,0.31,23.21
0.06,-0.13,0.26,23.03
0.05,-0.08,0.16,23.21
0.14,-0.06,0.18,23.87
0.14,0.09,0.24,23.72
0.26,0.13,0.27,23.7
0.15,-0.11,0.33,23.04
0.2,-0.02,0.26,23.28
0.23,0.04,0.35,23.24
0.25,0,0.31,23.25
0.09,-0.01,0.24,23.26
0.18,-0.01,0.26,23.12
0.14,0.02,0.22,23
0.05,-0.05,0.22,23.17
0.09,-0.12,0.27,23.03
0.03,-0.02,0.24,22.96
0.07,-0.15,0.23,23.11
0.17,-0.11,0.34,23.22
0.26,0.01,0.32,23.25
0.18,0.01,0.3,23.36
0.19,0.02,0.3,23.33
0.21,0.16,0.27,23.46
0.16,-0.02,0.15,23.17
0.12,0.09,0.25,23.04
0.13,-0.08,0.32,23.18
0.01,-0.11,0.18,23.17
0.11,-0.19,0.29,23.3
0.27,-0.03,0.26,23.76
0.23,0.02,0.17,23.87
0.11,0.03,0.25,23.28
0.07,-0.02,0.32,23.2
0.01,-0.11,0.24,23.15
0.07,-0.08,0.18,23.31
0.1,-0.06,0.32,22.99
0.18,-0.12,0.35,22.87
0.09,-0.04,0.12,22.99
0.12,0.07,0.24,22.9
0.1,-0.2,0.28,23.36
0.13,-0.06,0.28,23.41
0.25,-0.11,0.32,23.24
0.23,-0.07,0.32,22.99
0.35,-0.04,0.28,23.45
0.32,-0.03,0.18,23.67
0.17,0.02,0.16,23.35
0.14,0.11,0.3,22.99
0.04,0.09,0.33,23.05
-0.08,0.02,0.34,23.19
-0.05,0.07,0.2,23.17
-0.01,-0.1,0.02,23.17
0.1,0,0,23.24
0.05,0.04,0.11,23.25
0.03,0.13,0.18,23.15
0.05,0.05,0.17,23.14
0.01,-0.06,0.2,23.23
0.13,0.01,0.2,23.16
0.14,0.05,0.2,23.03
-0.01,-0.15,0.18,23.16
0.03,-0.08,0.11,23.3
0.08,-0.03,0.21,23.08
0.1,-0.05,0.3,23.32
0.1,-0.05,0.26,23
0.07,0,0.23,23.2
0.13,-0.03,0.22,23.69
0.17,-0.07,0.2,23.85
0.2,-0.1,0.18,23.34
0.11,0.08,0.19,23.35
0.22,0.09,0.24,23.63
0.33,-0.06,0.37,22.84
0.22,-0.04,0.39,23.12
0.2,0.03,0.25,23.31
0.21,0.09,0.32,23.16
0.26,-0.06,0.39,22.93
0.19,-0.1,0.26,22.93
0.16,-0.03,0.23,22.75
0.22,-0.08,0.2,22.97
0.09,0.03,0.22,23
0.05,-0.05,0.17,23
0.15,-0.04,0.26,23.07
0.1,-0.13,0.25,23.11
0.14,-0.06,0.23,23.27
0.17,-0.06,0.3,23.03
0.03,0.01,0.26,23
0.13,-0.13,0.25,23.09
0.2,0.04,0.22,23.75
0.08,-0.02,0.22,23.47
0.15,0.01,0.22,23.42
0.14,-0.04,0.31,23.15
0.18,-0.06,0.19,23.22
0.17,-0.02,0.23,23.07
0.19,0,0.35,23.03
0.09,-0.16,0.27,23.29
0.08,0.04,0.27,23.09
0.15,0.07,0.13,22.98
-0.02,-0.04,0.16,23.11
0.18,-0.07,0.24,23.14
0.2,0.02,0.41,22.9
0.11,0.04,0.38,22.92
0.03,0.02,0.17,22.97
0.06,-0.01,0.28,22.93
0.07,-0.08,0.28,23.13
0.08,0.03,0.2,23.17
0.06,0.03,0.19,23.22
0.1,0.01,0.24,23.01
0.1,-0.04,0.24,22.91
0.15,-0.01,0.29,22.8
0.14,-0.01,0.33,22.91
0.13,0,0.21,23.07
0.06,0.02,0.29,23.05
0.12,-0.17,0.38,22.85
0.06,-0.1,0.17,23.15
0.16,-0.04,0.21,23.14
0.13,-0.04,0.21,23.05
0.19,0.04,0.29,23.19
0.08,-0.1,0.24,23.14
0.07,0.01,0.19,23.32
0.1,-0.07,0.31,23.35
0.11,-0.14,0.32,23.26
0.19,-0.04,0.38,23.25
0.14,0.04,0.35,22.96
0.04,-0.05,0.27,22.87
-0.08,-0.06,0.21,23.14
0.06,-0.02,0.11,22.95
0.08,-0.05,0.24,23
0.02,-0.12,0.21,23.16
0.08,-0.02,0.19,23.37
0.12,-0.03,0.15,23.28
0.14,-0.12,0.33,23.07
0.22,0,0.31,23.78
0.15,-0.09,0.34,22.96
0.16,-0.04,0.3,22.91
0.27,-0.04,0.32,23.21
0.27,0.01,0.24,23.42
0.15,-0.05,0.34,22.89
0.14,0.01,0.2,23.15
0.18,0.04,0.19,23.56
0.14,-0.02,0.2,23.47
0.18,-0.03,0.27,23.18
0.15,0.07,0.33,23.24
0.04,-0.1,0.3,23.21
0.09,-0.13,0.26,23.28
0.25,0,0.36,23.09
0.28,-0.04,0.45,22.97
0.23,-0.16,0.38,23.26
0.18,-0.08,0.25,23.21
0.24,-0.07,0.29,23.27
0.22,0.06,0.25,23.16
0.04,-0.11,0.18,23.22
-0.03,-0.07,0.17,23.22
0.02,-0.09,0.24,23.64
0.25,-0.09,0.36,23.34
0.25,0.04,0.26,23.31
0.2,-0.13,0.42,23.07
0.06,-0.02,0.28,22.95
0.05,-0.1,0.35,23.1
0.13,-0.07,0.32,23.35
0.18,-0.02,0.27,23.31
0.14,-0.15,0.25,22.99
0.03,-0.13,0.12,23.18
0.01,-0.1,0.22,23.32
0.2,-0.1,0.24,23.36
0.24,-0.07,0.37,22.92
0.25,-0.03,0.3,23
0.11,-0.07,0.16,23.11
0.07,-0.03,0.2,23.23
0.12,-0.04,0.3,23.22
0.14,-0.08,0.25,23.2
0.08,-0.04,0.18,23.09
0.12,0.07,0.16,23.15
0.13,0.09,0.28,23.2
0.05,0.03,0.37,23.01
0.18,-0.1,0.33,23.12
0.15,-0.03,0.26,23.08
0.28,-0.11,0.38,23.52
0.19,0,0.22,23.28
0.09,-0.11,0.2,23.27
0.17,0.04,0.21,23.35
0.15,0.03,0.35,23.27
0.12,-0.04,0.37,23.07
0.05,-0.07,0.25,22.91
0.09,-0.02,0.21,23.09
0.07,0,0.26,23.09
0.12,-0.14,0.17,23.09
0.23,0.03,0.27,23.15
0.05,-0.12,0.24,23.13
0.06,-0.11,0.18,23.03
0.06,0.01,0.18,22.94
0.08,-0.03,0.27,23.03
0.14,-0.2,0.3,23.1
0.17,-0.11,0.24,23.29
0.27,-0.05,0.16,23.27
0.23,0,0.26,23.09
0.14,-0.12,0.28,23.02
0.15,-0.12,0.34,22.85
0.23,-0.04,0.37,23.1
0.12,-0.04,0.26,23.11
0.15,-0.04,0.2,23.16
0.17,0.02,0.18,23.19
0.17,-0.11,0.29,23.05
0.19,-0.02,0.24,23.4
0.15,0.07,0.16,23.19
0.05,-0.02,0.23,23.13
0.1,-0.05,0.28,22.97
0.14,-0.04,0.22,22.91
0.22,-0.15,0.34,22.8
0.2,-0.16,0.34,23.08
0.18,0.04,0.22,23.37
0.26,-0.04,0.29,23.26
0.22,-0.04,0.3,22.96
0.2,-0.05,0.2,22.9
0.06,-0.08,0.25,22.88
0.16,-0.13,0.35,23.05
0.18,-0.05,0.35,23.1
0.14,0.02,0.23,23.18
0.18,0.03,0.3,23.06
0.15,0.01,0.27,22.97
0.17,-0.03,0.29,22.95
0.13,-0.05,0.22,23.04
0.08,0.01,0.23,23.1
0.06,0.01,0.17,23.22
0.18,-0.06,0.16,23.22
0.15,-0.05,0.27,23.27
0.19,-0.07,0.13,23.33
0.18,-0.04,0.34,23.27
0.23,-0.13,0.3,23.16
0.06,-0.18,0.12,22.77
0.14,-0.01,0.33,23.07
0.12,-0.08,0.33,22.95
0.11,-0.08,0.33,23.34
0.24,0.04,0.29,23.58
0.15,-0.06,0.28,23.27
0.11,0.03,0.22,23.85
0.15,-0.01,0.29,23.63
0.14,-0.09,0.25,23.2
0.11,-0.07,0.29,23.24
0.24,0.01,0.28,23.82
0.25,-0.01,0.34,22.94
0.06,-0.13,0.26,23.09
0.21,-0.09,0.27,23.19
0.27,0.05,0.37,22.87
0.07,-0.15,0.07,22.94
0.16,0,0.29,22.97
0.16,-0.05,0.28,22.85
0.13,-0.02,0.26,23.08
0.08,-0.1,0.3,23.17
0.31,-0.08,0.33,23.25
0.01,-0.14,0.17,23.31
0.04,-0.04,0.16,23.42
0.17,-0.07,0.24,23.21
0.16,-0.02,0.27,22.92
0.2,-0.04,0.29,22.89
0.15,-0.1,0.39,22.99
0.14,0.04,0.29,23.35
0.13,0.01,0.21,23.17
0.13,0.04,0.28,23.15
0.08,-0.04,0.26,23.01
0.14,-0.12,0.33,22.98
0.08,-0.03,0.31,22.89
0.05,-0.13,0.27,23.28
0.22,-0.13,0.32,23.37
0.17,-0.11,0.35,23.37
0.19,-0.02,0.34,23.25
0.24,-0.08,0.39,23.02
0.24,-0.02,0.3,23.12
0.14,-0.08,0.2,23.01
0.11,-0.01,0.18,22.96
0.06,0.01,0.2,22.96
0.16,0.01,0.31,22.77
0.2,-0.03,0.27,22.85
0.04,0.03,0.21,22.95
0.07,0.08,0.25,23.08
0.1,-0.02,0.28,23.12
0.08,-0.18,0.28,23.08
0.13,-0.07,0.24,23.46
0.09,-0.04,0.18,23.57
0.11,0.09,0.15,23.47
0.1,-0.04,0.27,23.16
0.18,0.01,0.23,23.21
0.07,0.07,0.21,23.14
0.08,0.1,0.34,23.12
0.03,-0.08,0.28,23.16
0.03,-0.06,0.2,23.19
0.25,-0.05,0.34,22.9
0.17,-0.09,0.42,22.84
0.19,-0.18,0.39,23.05
0.21,-0.09,0.33,22.99
0.13,-0.09,0.23,23.08
0.07,-0.06,0.15,22.95
0.24,-0.13,0.23,23
0.06,-0.04,0.23,22.89
0.19,0,0.3,22.73
0.2,-0.15,0.41,22.94
0.26,-0.14,0.29,23.12
0.04,-0.07,0.24,22.93
0.1,-0.04,0.28,22.87
0.1,-0.03,0.36,23.07
0.23,-0.06,0.36,22.81
0.1,-0.03,0.31,23.02
0,-0.06,0.26,23.14
0.13,-0.15,0.28,22.98
0.22,-0.07,0.23,23.1
0.27,-0.12,0.37,22.59
0.24,0.02,0.22,22.92
0.1,-0.04,0.28,22.94
0.15,-0.04,0.23,23.18
0.14,-0.06,0.11,23.19
0.07,-0.02,0.18,23.07
0.06,-0.03,0.28,22.96
0.04,0.06,0.3,23.14
-0.01,0.03,0.17,23.08
0.11,-0.03,0.21,23.02
0.11,-0.06,0.28,23.01
0.11,-0.08,0.32,23.02
0.18,-0.13,0.41,22.78
0.1,-0.14,0.27,22.99
0.13,-0.1,0.27,23.12
0.06,-0.03,0.22,22.88
0.1,-0.06,0.18,23.11
0.1,0.07,0.18,23.28
0.15,0.04,0.31,23.02
0.11,0.06,0.32,23.02
0.15,-0.04,0.27,23.25
0.16,0.02,0.34,23.28
0.02,-0.11,0.28,23.07
0.15,-0.19,0.23,22.99
0.15,-0.17,0.24,23.24
0.1,-0.11,0.15,23.01
0.05,-0.07,0.13,23.08
0.03,-0.03,0.04,23.21
0.1,-0.01,0.16,23.65
0.07,0.01,0.22,23.47
0.28,0,0.21,23.8
0.12,-0.04,0.34,23.25
0.06,-0.11,0.27,22.87
0.13,-0.04,0.28,23.31
0.16,-0.16,0.28,23.51
0.23,-0.06,0.3,23.27
0.25,-0.15,0.31,22.88
0.16,-0.14,0.28,23.26
0.17,-0.04,0.23,23.21
0.18,0.06,0.2,23.24
0.19,0.03,0.36,22.9
0.2,0.03,0.35,22.86
0.15,0.05,0.19,23.01
-0.08,-0.04,0.22,23.06
0.09,-0.13,0.25,23.18
0.14,0,0.22,23.5
0.14,0.02,0.19,23.34
0.21,-0.05,0.23,23.17
0.22,0.06,0.41,23.13
0.15,-0.19,0.42,23.01
0.17,-0.13,0.23,23.65
0.2,-0.09,0.35,23.19
0.2,-0.02,0.33,22.77
0.26,0.02,0.23,23.03
0.24,-0.1,0.32,23.92
0.25,-0.07,0.35,23.25
0.07,-0.19,0.31,22.77
0.18,-0.06,0.24,23.53
0.23,0.01,0.2,23.91
0.21,-0.05,0.24,23.39
0.15,-0.06,0.29,23.07
0.23,0.04,0.26,23.12
0.24,-0.04,0.27,23.23
0.21,-0.03,0.39,23
0.15,-0.16,0.32,22.81
0.02,-0.06,0.24,23.03
0.1,0.03,0.24,22.82
0.2,0.11,0.37,23.01
0.1,0.1,0.32,22.99
0.19,-0.1,0.19,23.01
0.07,-0.08,0.16,23.14
0.17,-0.02,0.29,23.45
0.03,0,0.28,23.15
0.07,-0.1,0.21,23.09
0.03,-0.02,0.16,23.19
0.16,0.05,0.31,22.98
0.03,-0.09,0.19,22.87
0.12,-0.08,0.17,23.24
0.16,0.01,0.21,23.41
0.21,0.04,0.18,23.98
0.17,-0.01,0.16,23.55
0.23,0.06,0.17,23.84
0.21,0.08,0.23,23.18
0.12,-0.02,0.34,23
0.09,-0.02,0.28,23.1
0.11,-0.05,0.21,23.09
0.08,-0.04,0.24,23
0.2,0,0.21,23.45
0.16,-0.09,0.22,23.17
0.09,-0.02,0.3,22.89
0.03,-0.13,0.19,23.17
0.04,-0.06,0.2,23.26
0.17,0.07,0.21,23.39
0.11,-0.04,0.05,23.27
0.07,-0.1,0.15,22.91
0.06,0.04,0.17,22.99
0.21,-0.06,0.18,23.12
0.19,-0.04,0.24,23.1
0.06,-0.06,0.19,23.02
0.24,-0.15,0.3,23.01
0.22,-0.01,0.31,23
0.21,0.05,0.24,23
0.19,0.04,0.31,23.28
0.09,-0.06,0.27,23.04
0.09,-0.05,0.22,23.01
0.09,-0.05,0.25,23.17
0.14,-0.02,0.24,23.56
0.23,-0.02,0.38,23.27
-0.02,-0.04,0.33,22.99
0.11,-0.19,0.39,23.11
0.16,-0.15,0.28,23.2
0.14,0.08,0.29,23.36
0.23,0.04,0.36,23.56
0.21,0.03,0.29,23.28
0.2,-0.06,0.34,23.35
0.2,0.02,0.25,23.67
0.23,-0.12,0.35,23.19
0.14,-0.15,0.32,22.96
0.2,0.04,0.21,23.48
0.14,-0.08,0.28,23.14
0.12,-0.02,0.25,23.32
0.12,0.02,0.28,23.25
0.23,-0.04,0.25,23.11
0.23,-0.01,0.29,22.92
0.15,0,0.23,22.72
0.17,-0.11,0.31,22.86
0.08,-0.06,0.06,23.02
0.05,-0.02,0.19,22.96
0.15,-0.05,0.29,23.32
0.21,-0.1,0.28,23.37
0.26,0.02,0.28,23.54
0.26,-0.04,0.28,23.21
0.21,0.06,0.27,22.95
0.09,-0.08,0.2,22.99
0.07,-0.06,0.17,23.09
